Date of analysis,Country,Total country population,Level 1,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
#date+analysis,#country+code,#population,#loc+level1,#date+start+current,#date+end+current,#affected+num+ipc+current+total,#affected+num+ipc+current+p3plus,#affected+pct+ipc+current+p3plus,#affected+num+ipc+current+phase1,#affected+pct+ipc+current+phase1,#affected+num+ipc+current+phase2,#affected+pct+ipc+current+phase2,#affected+num+ipc+current+phase3,#affected+pct+ipc+current+phase3,#affected+num+ipc+current+phase4,#affected+pct+ipc+current+phase4,#affected+num+ipc+current+phase5,#affected+pct+ipc+current+phase5,#date+start+first_projection,#date+end+first_projection,#affected+num+ipc+first_projection+total,#affected+num+ipc+first_projection+p3plus,#affected+pct+ipc+first_projection+p3plus,#affected+num+ipc+first_projection+phase1,#affected+pct+ipc+first_projection+phase1,#affected+num+ipc+first_projection+phase2,#affected+pct+ipc+first_projection+phase2,#affected+num+ipc+first_projection+phase3,#affected+pct+ipc+first_projection+phase3,#affected+num+ipc+first_projection+phase4,#affected+pct+ipc+first_projection+phase4,#affected+num+ipc+first_projection+phase5,#affected+pct+ipc+first_projection+phase5,#date+start+second_projection,#date+end+second_projection,#affected+num+ipc+second_projection+total,#affected+num+ipc+second_projection+p3plus,#affected+pct+ipc+second_projection+p3plus,#affected+num+ipc+second_projection+phase1,#affected+pct+ipc+second_projection+phase1,#affected+num+ipc+second_projection+phase2,#affected+pct+ipc+second_projection+phase2,#affected+num+ipc+second_projection+phase3,#affected+pct+ipc+second_projection+phase3,#affected+num+ipc+second_projection+phase4,#affected+pct+ipc+second_projection+phase4,#affected+num+ipc+second_projection+phase5,#affected+pct+ipc+second_projection+phase5
Jan 2019,SOM,12327530,Bakool,2019-01-01,2019-01-31,367227,14000,0.04,290227,0.79,63000,0.17,14000,0.04,0,0,0,0,2019-02-01,2019-06-30,367227,19000,0.05,289227,0.79,59000,0.16,19000,0.05,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Galgaduud,2019-01-01,2019-01-31,569434,30000,0.05,313434,0.55,226000,0.4,30000,0.05,0,0,0,0,2019-02-01,2019-06-30,569434,47000,0.08,317434,0.56,205000,0.36,45000,0.08,2000,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Sanaag,2019-01-01,2019-01-31,544124,79000,0.14,169123,0.31,296000,0.54,78000,0.14,1000,0,0,0,2019-02-01,2019-06-30,544124,117000,0.21,182123,0.33,245000,0.45,116000,0.21,1000,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Togdheer,2019-01-01,2019-01-31,721364,102000,0.14,321363,0.45,298000,0.41,96000,0.13,6000,0.01,0,0,2019-02-01,2019-06-30,721364,129000,0.18,309363,0.43,283000,0.39,123000,0.17,6000,0.01,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Hiraan,2019-01-01,2019-01-31,520686,44000,0.08,375686,0.72,101000,0.19,44000,0.08,0,0,0,0,2019-02-01,2019-06-30,520686,54000,0.1,365686,0.7,101000,0.19,54000,0.1,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Bari,2019-01-01,2019-01-31,730147,87000,0.12,367147,0.5,276000,0.38,80000,0.11,7000,0.01,0,0,2019-02-01,2019-06-30,730147,120000,0.16,346147,0.47,264000,0.36,113000,0.15,7000,0.01,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Shabelle Hoose,2019-01-01,2019-01-31,1202220,26000,0.02,1076219,0.9,100000,0.08,26000,0.02,0,0,0,0,2019-02-01,2019-06-30,1202220,26000,0.02,1067219,0.89,109000,0.09,26000,0.02,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Juba Dhexe,2019-01-01,2019-01-31,362922,6000,0.02,290921,0.8,66000,0.18,6000,0.02,0,0,0,0,2019-02-01,2019-06-30,362922,6000,0.02,287921,0.79,69000,0.19,6000,0.02,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Banadir,2019-01-01,2019-01-31,1650228,75000,0.05,1038228,0.63,537000,0.33,50000,0.03,25000,0.02,0,0,2019-02-01,2019-06-30,1650228,149000,0.09,964228,0.58,537000,0.33,99000,0.06,50000,0.03,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Bay,2019-01-01,2019-01-31,792182,115000,0.15,493182,0.62,184000,0.23,103000,0.13,12000,0.02,0,0,2019-02-01,2019-06-30,792182,188000,0.24,457182,0.58,147000,0.19,176000,0.22,12000,0.02,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Sool,2019-01-01,2019-01-31,327427,71000,0.22,103427,0.32,153000,0.47,71000,0.22,0,0,0,0,2019-02-01,2019-06-30,327427,100000,0.31,94427,0.29,133000,0.41,100000,0.31,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Nugaal,2019-01-01,2019-01-31,392698,31000,0.08,241698,0.62,120000,0.31,31000,0.08,0,0,0,0,2019-02-01,2019-06-30,392697,39000,0.1,254698,0.65,99000,0.25,39000,0.1,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Woqooyi Galbeed,2019-01-01,2019-01-31,1242003,160000,0.12,596003,0.48,486000,0.39,154000,0.12,6000,0,0,0,2019-02-01,2019-06-30,1242003,206000,0.16,556003,0.45,480000,0.39,192000,0.15,14000,0.01,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Shabelle Dhexe,2019-01-01,2019-01-31,516035,12000,0.02,435035,0.84,69000,0.13,12000,0.02,0,0,0,0,2019-02-01,2019-06-30,516035,12000,0.02,435035,0.84,69000,0.13,12000,0.02,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Mudug,2019-01-01,2019-01-31,717863,59000,0.08,424862,0.59,234000,0.33,59000,0.08,0,0,0,0,2019-02-01,2019-06-30,717863,84000,0.12,413862,0.58,220000,0.31,84000,0.12,0,0,0,0,,,,,,,,,,,,,,,
Jan 2019,SOM,12327530,Awdal,2019-01-01,2019-01-31,673264,171000,0.26,327264,0.49,175000,0.26,147000,0.22,24000,0.04,0,0,2019-02-01,2019-06-30,673264,173000,0.26,305264,0.45,195000,0.29,142000,0.21,31000,0.05,0,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Shabelle Hoose,2018-07-01,2018-07-31,1202220,,,861219,0.72,341000,0.28,,,,,,,2018-08-01,2018-12-31,1202220,,,1079219,0.9,123000,0.1,,,,,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Shabelle Dhexe,2018-07-01,2018-07-31,516035,11000,0.02,391035,0.76,114000,0.22,11000,0.02,,,,,2018-08-01,2018-12-31,516035,5000,0.01,443035,0.86,68000,0.13,5000,0.01,,,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Gedo,2018-07-01,2018-07-31,508402,50000,0.1,333403,0.66,125000,0.25,45000,0.09,5000,0.01,,,2018-08-01,2018-12-31,508402,35000,0.07,363403,0.71,110000,0.22,30000,0.06,5000,0.01,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Bari,2018-07-01,2018-07-31,730147,141000,0.19,389147,0.53,200000,0.27,108000,0.15,32000,0.04,1000,0,2018-08-01,2018-12-31,730147,203000,0.27,358147,0.49,169000,0.23,170000,0.23,32000,0.04,1000,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Galgaduud,2018-07-01,2018-07-31,569434,101000,0.18,284434,0.5,184000,0.32,100000,0.18,1000,0,0,0,2018-08-01,2018-12-31,569434,82000,0.14,284434,0.5,203000,0.36,81000,0.14,1000,0,0,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Togdheer,2018-07-01,2018-07-31,721364,73000,0.1,393363,0.55,255000,0.35,64000,0.09,6000,0.01,3000,0,2018-08-01,2018-12-31,721364,58000,0.08,444363,0.62,219000,0.3,49000,0.07,6000,0.01,3000,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Bay,2018-07-01,2018-07-31,792182,143000,0.18,402182,0.51,247000,0.31,136000,0.17,7000,0.01,,,2018-08-01,2018-12-31,792182,108000,0.14,423182,0.53,261000,0.33,101000,0.13,7000,0.01,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Hiraan,2018-07-01,2018-07-31,520686,82000,0.16,337686,0.65,101000,0.19,66000,0.13,14000,0.03,2000,0,2018-08-01,2018-12-31,520686,52000,0.1,353686,0.68,115000,0.22,40000,0.08,10000,0.02,2000,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Awdal,2018-07-01,2018-07-31,673264,151000,0.22,401264,0.6,121000,0.18,151000,0.22,,,,,2018-08-01,2018-12-31,673264,156000,0.23,367264,0.55,150000,0.22,121000,0.18,35000,0.05,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Mudug,2018-07-01,2018-07-31,717863,114000,0.16,397862,0.55,206000,0.29,114000,0.16,,,,,2018-08-01,2018-12-31,717862,93000,0.13,397862,0.55,227000,0.32,93000,0.13,,,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Sool,2018-07-01,2018-07-31,327427,140000,0.43,125427,0.38,62000,0.19,140000,0.43,,,,,2018-08-01,2018-12-31,327427,133000,0.41,115427,0.35,79000,0.24,133000,0.41,,,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Banadir,2018-07-01,2018-07-31,1650228,224000,0.13,970228,0.59,456000,0.28,189000,0.11,30000,0.02,5000,0,2018-08-01,2018-12-31,1650228,224000,0.13,970228,0.59,456000,0.28,189000,0.11,30000,0.02,5000,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Woqooyi Galbeed,2018-07-01,2018-07-31,1242003,280000,0.22,664003,0.53,298000,0.24,266000,0.21,8000,0.01,6000,0,2018-08-01,2018-12-31,1242003,169000,0.13,666003,0.54,401000,0.32,152000,0.12,17000,0.01,6000,0,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Juba Hoose,2018-07-01,2018-07-31,489307,93000,0.19,298307,0.61,98000,0.2,82000,0.17,11000,0.02,,,2018-08-01,2018-12-31,489307,88000,0.18,321307,0.66,80000,0.16,77000,0.16,11000,0.02,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Bakool,2018-07-01,2018-07-31,367227,30000,0.08,240227,0.65,97000,0.26,30000,0.08,,,,,2018-08-01,2018-12-31,367227,20000,0.05,266227,0.72,81000,0.22,20000,0.05,,,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Sanaag,2018-07-01,2018-07-31,544124,80000,0.15,350123,0.64,114000,0.21,80000,0.15,,,,,2018-08-01,2018-12-31,544124,87000,0.16,318123,0.58,139000,0.26,86000,0.16,1000,0,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Juba Dhexe,2018-07-01,2018-07-31,362922,28000,0.08,240921,0.66,94000,0.26,28000,0.08,,,,,2018-08-01,2018-12-31,362922,9000,0.02,260921,0.72,93000,0.26,9000,0.02,,,,,,,,,,,,,,,,,,,
Jul 2018,SOM,12327530,Nugaal,2018-07-01,2018-07-31,392697,28000,0.07,273698,0.7,91000,0.23,28000,0.07,,,,,2018-08-01,2018-12-31,392697,30000,0.08,256698,0.65,106000,0.27,30000,0.08,,,,,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Shabelle Dhexe,2018-01-01,2018-01-31,516035,0,0,422000,0.82,94000,0.18,0,0,0,0,0,0,2018-02-01,2018-06-30,516035,0,0,352000,0.68,164000,0.32,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Mudug,2018-01-01,2018-01-31,500104,139000,0.19,400000,0.56,179000,0.25,139000,0.19,0,0,0,0,2018-02-01,2018-06-30,717862,239000,0.33,351000,0.49,128000,0.18,203000,0.28,36000,0.05,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Togdheer,2018-01-01,2018-01-31,721363,85000,0.12,382000,0.53,244000,0.34,69000,0.1,16000,0.02,0,0,2018-02-01,2018-06-30,721363,143000,0.2,389000,0.54,189000,0.26,113000,0.16,30000,0.04,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Galgaduud,2018-01-01,2018-01-31,569434,158000,0.27,278000,0.49,133000,0.23,156000,0.27,2000,0,0,0,2018-02-01,2018-06-30,569434,264000,0.46,341452,0.6,83000,0.15,227000,0.4,37000,0.06,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Shabelle Hoose,2018-01-01,2018-01-31,1202219,104000,0.09,814000,0.67,284000,0.24,104000,0.09,0,0,0,0,2018-02-01,2018-06-30,1202219,182000,0.15,705000,0.59,315000,0.26,172000,0.14,10000,0.01,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Gedo,2018-01-01,2018-01-31,508403,2000,0,399000,0.78,107000,0.21,2000,0,0,0,0,0,2018-02-01,2018-06-30,508403,17000,0.03,317000,0.62,174000,0.34,16000,0.03,1000,0,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Bakool,2018-01-01,2018-01-31,367227,42000,0.11,243000,0.66,82000,0.22,42000,0.11,0,0,0,0,2018-02-01,2018-06-30,367227,74000,0.2,213000,0.58,80000,0.22,74000,0.2,0,0,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Awdal,2018-01-01,2018-01-31,673264,92000,0.14,422000,0.62,159000,0.24,68000,0.1,24000,0.04,0,0,2018-02-01,2018-06-30,673264,177000,0.26,366264,0.54,130000,0.19,107000,0.16,70000,0.1,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Sanaag,2018-01-01,2018-01-31,544123,156000,0.29,273000,0.5,115000,0.21,119000,0.22,37000,0.07,0,0,2018-02-01,2018-06-30,544123,233000,0.42,197000,0.36,114000,0.21,155000,0.28,78000,0.14,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Juba Dhexe,2018-01-01,2018-01-31,362921,16000,0.04,285000,0.79,62000,0.17,16000,0.04,0,0,0,0,2018-02-01,2018-06-30,362921,17000,0.05,271000,0.74,75000,0.21,13000,0.04,4000,0.01,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Hiraan,2018-01-01,2018-01-31,520686,130000,0.25,287000,0.55,104000,0.2,112000,0.22,18000,0.03,0,0,2018-02-01,2018-06-30,520686,166000,0.32,257000,0.49,96000,0.18,128000,0.25,38000,0.07,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Juba Hoose,2018-01-01,2018-01-31,489307,70000,0.14,327000,0.67,92000,0.19,66000,0.13,4000,0.01,0,0,2018-02-01,2018-06-30,489307,78000,0.16,306000,0.63,105000,0.21,69000,0.14,9000,0.02,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Sool,2018-01-01,2018-01-31,327427,101000,0.31,152000,0.46,74000,0.23,74000,0.23,27000,0.08,0,0,2018-02-01,2018-06-30,327427,137000,0.42,113000,0.35,77000,0.24,95000,0.29,42000,0.13,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Bari,2018-01-01,2018-01-31,730147,48000,0.06,471000,0.65,211000,0.29,46000,0.06,2000,0,0,0,2018-02-01,2018-06-30,730147,95000,0.13,397000,0.54,238000,0.33,67000,0.09,28000,0.04,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Woqooyi Galbeed,2018-01-01,2018-01-31,1242003,186000,0.15,686000,0.55,370000,0.3,171000,0.14,15000,0.01,0,0,2018-02-01,2018-06-30,1242003,307000,0.25,660000,0.53,275000,0.22,273000,0.22,34000,0.03,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Banadir,2018-01-01,2018-01-31,1650228,54500,0.03,1467728,0.89,128000,0.08,51000,0.03,3500,0,0,0,2018-02-01,2018-06-30,1650228,51000,0.03,1471228,0.89,128000,0.08,51000,0.03,0,0,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Nugaal,2018-01-01,2018-01-31,392698,40000,0.1,288000,0.73,65000,0.17,40000,0.1,0,0,0,0,2018-02-01,2018-06-30,392698,103000,0.26,218000,0.56,72000,0.18,76000,0.19,27000,0.07,0,0,,,,,,,,,,,,,,,
Jan 2018,SOM,12327530,Bay,2018-01-01,2018-01-31,792182,79000,0.1,529000,0.67,184000,0.23,77000,0.1,2000,0,0,0,2018-02-01,2018-06-30,792182,227000,0.29,404000,0.51,161000,0.2,223000,0.28,4000,0.01,0,0,,,,,,,,,,,,,,,
Jul 2017,SOM,12327530,Juba Dhexe,2017-07-01,2017-07-31,362921,45000,0.12,212921,0.59,105000,0.29,45000,0.12,0,0,0,0,2017-08-01,2017-12-31,362921,30000,0.08,234921,0.65,98000,0.27,30000,0.08,0,0,0,0,,,,,,,,,,,,,,,
Jul 2017,SOM,12327530,Mudug,2017-07-01,2017-07-31,717862,276000,0.38,286862,0.4,155000,0.22,215000,0.3,61000,0.08,0,0,2017-08-01,2017-12-31,717862,275000,0.39,290862,0.41,152000,0.21,221000,0.31,54000,0.08,0,0,,,,,,,,,,,,,,,
Jul 2017,SOM,12327530,Shabelle Hoose,2017-07-01,2017-07-31,1202219,201050,0.17,710219,0.59,290000,0.24,192000,0.16,9050,0.01,0,0,2017-08-01,2017-12-31,1202219,134000,0.11,727219,0.6,341000,0.28,134000,0.11,0,0,0,0,,,,,,,,,,,,,,,
